"","id","wave","friends","popular","actfare","friends_z","popular_z"
"1195","02g25",3,0.333333333333333,0.4,0,-0.358356040547831,-0.334821512733166
"1196","02g25",4,0.333333333333333,0.4,0,-0.358356040547831,-0.334821512733166
"1197","02g26",1,0.666666666666667,0,1,-0.025022707214497,-0.734821512733166
"1198","02g26",2,0.857142857142857,0.6,1,0.165453483261693,-0.134821512733166
"1199","02g26",3,0.5,0.4,1,-0.191689373881164,-0.334821512733166
"1200","02g26",4,1,0.4,1,0.308310626118836,-0.334821512733166
"1201","02g27",1,1,0,1,0.308310626118836,-0.734821512733166
"1202","02g27",2,0.636363636363636,0.6,1,-0.0553257375175279,-0.134821512733166
"1203","02g27",3,0.714285714285714,0.4,1,0.0225963404045501,-0.334821512733166
"1204","02g27",4,1,0.4,1,0.308310626118836,-0.334821512733166
"1205","02g30",1,0.666666666666667,0,0,-0.025022707214497,-0.734821512733166
"1206","02g30",2,0,0.6,1,-0.691689373881164,-0.134821512733166
"1207","02g30",3,0,0.4,1,-0.691689373881164,-0.334821512733166
"1208","02g30",4,0,0.4,1,-0.691689373881164,-0.334821512733166
"1209","02g4",1,1,0,1,0.308310626118836,-0.734821512733166
"1210","02g4",2,0,0.6,0,-0.691689373881164,-0.134821512733166
"1211","02g4",3,1,0.4,1,0.308310626118836,-0.334821512733166
"1212","02g4",4,1,0.4,1,0.308310626118836,-0.334821512733166
"1213","02g5",1,0,0,0,-0.691689373881164,-0.734821512733166
"1214","02g5",2,0.571428571428571,0.6,1,-0.120260802452593,-0.134821512733166
"1215","02g5",3,0,0.4,1,-0.691689373881164,-0.334821512733166
"1216","02g5",4,0.666666666666667,0.4,1,-0.025022707214497,-0.334821512733166
"1217","02g6",1,0.333333333333333,0,0,-0.358356040547831,-0.734821512733166
"1218","02g6",2,0.5,0.6,0,-0.191689373881164,-0.134821512733166
"1219","02g6",3,0.333333333333333,0.4,1,-0.358356040547831,-0.334821512733166
"1220","02g6",4,0.333333333333333,0.4,1,-0.358356040547831,-0.334821512733166
"1221","02g7",1,0,0,1,-0.691689373881164,-0.734821512733166
"1222","02g7",2,0.333333333333333,0.6,1,-0.358356040547831,-0.134821512733166
"1223","02g7",3,0.333333333333333,0.4,1,-0.358356040547831,-0.334821512733166
"1224","02g7",4,0.25,0.4,1,-0.441689373881164,-0.334821512733166
"1225","02g8",1,0.5,0,0,-0.191689373881164,-0.734821512733166
"1226","02g8",2,0.5,0.6,0,-0.191689373881164,-0.134821512733166
"1227","02g8",3,0.666666666666667,0.4,0,-0.025022707214497,-0.334821512733166
"1228","02g8",4,0.75,0.4,0,0.0583106261188361,-0.334821512733166
"1229","02g9",1,0,0,0,-0.691689373881164,-0.734821512733166
"1230","02g9",3,0.5,0.4,0,-0.191689373881164,-0.334821512733166
"1231","02g9",4,1,0.4,1,0.308310626118836,-0.334821512733166
"1232","03a1",1,0,0,0,-0.691689373881164,-0.734821512733166
"1233","03a1",2,0,0,0,-0.691689373881164,-0.734821512733166
"1234","03a1",3,0.25,0.2,0,-0.441689373881164,-0.534821512733166
"1235","03a1",4,0,0.2,0,-0.691689373881164,-0.534821512733166
"1236","03a10",1,0,0,0,-0.691689373881164,-0.734821512733166
"1237","03a10",2,0,0,1,-0.691689373881164,-0.734821512733166
"1238","03a10",3,0,0.2,0,-0.691689373881164,-0.534821512733166
"1239","03a10",4,0.333333333333333,0.2,0,-0.358356040547831,-0.534821512733166
"1240","03a11",1,0,0,0,-0.691689373881164,-0.734821512733166
"1241","03a11",2,0,0,0,-0.691689373881164,-0.734821512733166
"1242","03a11",3,0,0.2,0,-0.691689373881164,-0.534821512733166
"1243","03a11",4,0,0.2,0,-0.691689373881164,-0.534821512733166
"1244","03a12",1,0.1,0,0,-0.591689373881164,-0.734821512733166
"1245","03a12",2,0.166666666666667,0,0,-0.525022707214497,-0.734821512733166
"1246","03a12",3,0,0.2,0,-0.691689373881164,-0.534821512733166
"1247","03a12",4,0.428571428571429,0.2,0,-0.263117945309735,-0.534821512733166
"1248","03a14",1,0,0,0,-0.691689373881164,-0.734821512733166
"1249","03a14",2,0,0,0,-0.691689373881164,-0.734821512733166
"1250","03a14",3,0.142857142857143,0.2,0,-0.548832231024021,-0.534821512733166
"1251","03a14",4,0,0.2,0,-0.691689373881164,-0.534821512733166
"1252","03a15",1,0,0,0,-0.691689373881164,-0.734821512733166
"1253","03a15",2,0.0909090909090909,0,0,-0.600780282972073,-0.734821512733166
"1254","03a15",3,0,0.2,0,-0.691689373881164,-0.534821512733166
"1255","03a15",4,0,0.2,0,-0.691689373881164,-0.534821512733166
"1256","03a16",1,0,0,0,-0.691689373881164,-0.734821512733166
"1257","03a16",2,0,0,0,-0.691689373881164,-0.734821512733166
"1258","03a16",3,0,0.2,0,-0.691689373881164,-0.534821512733166
"1259","03a16",4,0.5,0.2,0,-0.191689373881164,-0.534821512733166
"1260","03a17",1,0,0,0,-0.691689373881164,-0.734821512733166
"1261","03a17",2,0,0,0,-0.691689373881164,-0.734821512733166
"1262","03a17",3,0,0.2,0,-0.691689373881164,-0.534821512733166
"1263","03a17",4,0,0.2,0,-0.691689373881164,-0.534821512733166
"1264","03a18",1,0,0,0,-0.691689373881164,-0.734821512733166
"1265","03a18",2,0,0,0,-0.691689373881164,-0.734821512733166
"1266","03a18",3,0.25,0.2,0,-0.441689373881164,-0.534821512733166
"1267","03a18",4,0,0.2,0,-0.691689373881164,-0.534821512733166
"1268","03a2",2,0,0,0,-0.691689373881164,-0.734821512733166
"1269","03a2",3,0,0.2,0,-0.691689373881164,-0.534821512733166
"1270","03a2",4,0,0.2,0,-0.691689373881164,-0.534821512733166
"1271","03a20",1,0,0,0,-0.691689373881164,-0.734821512733166
"1272","03a20",2,0,0,0,-0.691689373881164,-0.734821512733166
"1273","03a20",3,0,0.2,0,-0.691689373881164,-0.534821512733166
"1274","03a20",4,0.333333333333333,0.2,1,-0.358356040547831,-0.534821512733166
"1275","03a21",1,0,0,0,-0.691689373881164,-0.734821512733166
"1276","03a21",2,0,0,0,-0.691689373881164,-0.734821512733166
"1277","03a21",3,0,0.2,0,-0.691689373881164,-0.534821512733166
"1278","03a21",4,0,0.2,0,-0.691689373881164,-0.534821512733166
"1279","03a23",2,0,0,0,-0.691689373881164,-0.734821512733166
"1280","03a23",3,0.111111111111111,0.2,0,-0.580578262770053,-0.534821512733166
"1281","03a23",4,0,0.2,0,-0.691689373881164,-0.534821512733166
"1282","03a26",1,0,0,0,-0.691689373881164,-0.734821512733166
"1283","03a26",2,0,0,0,-0.691689373881164,-0.734821512733166
"1284","03a26",3,0,0.2,0,-0.691689373881164,-0.534821512733166
"1285","03a26",4,0.75,0.2,0,0.0583106261188361,-0.534821512733166
"1286","03a27",1,0,0,0,-0.691689373881164,-0.734821512733166
"1287","03a27",2,0,0,0,-0.691689373881164,-0.734821512733166
"1288","03a27",3,0,0.2,0,-0.691689373881164,-0.534821512733166
"1289","03a27",4,0,0.2,0,-0.691689373881164,-0.534821512733166
"1290","03a28",1,0,0,0,-0.691689373881164,-0.734821512733166
"1291","03a28",2,0.142857142857143,0,0,-0.548832231024021,-0.734821512733166
"1292","03a28",3,0,0.2,0,-0.691689373881164,-0.534821512733166
"1293","03a28",4,0.2,0.2,0,-0.491689373881164,-0.534821512733166
"1294","03a3",1,0,0,0,-0.691689373881164,-0.734821512733166
"1295","03a3",2,0,0,0,-0.691689373881164,-0.734821512733166
"1296","03a3",3,0,0.2,0,-0.691689373881164,-0.534821512733166
"1297","03a3",4,0.5,0.2,0,-0.191689373881164,-0.534821512733166
"1298","03a30",1,0,0,0,-0.691689373881164,-0.734821512733166
"1299","03a30",2,0,0,0,-0.691689373881164,-0.734821512733166
"1300","03a30",3,0,0.2,0,-0.691689373881164,-0.534821512733166
"1301","03a30",4,0,0.2,0,-0.691689373881164,-0.534821512733166
"1302","03a4",1,0,0,0,-0.691689373881164,-0.734821512733166
"1303","03a4",2,0,0,0,-0.691689373881164,-0.734821512733166
"1304","03a4",3,0,0.2,0,-0.691689373881164,-0.534821512733166
"1305","03a4",4,0,0.2,0,-0.691689373881164,-0.534821512733166
"1306","03a5",1,0,0,0,-0.691689373881164,-0.734821512733166
"1307","03a5",2,0,0,0,-0.691689373881164,-0.734821512733166
"1308","03a5",3,0,0.2,1,-0.691689373881164,-0.534821512733166
"1309","03a5",4,0,0.2,0,-0.691689373881164,-0.534821512733166
"1310","03a6",1,0,0,0,-0.691689373881164,-0.734821512733166
"1311","03a6",2,0,0,0,-0.691689373881164,-0.734821512733166
"1312","03a6",3,0,0.2,0,-0.691689373881164,-0.534821512733166
"1313","03a6",4,0,0.2,1,-0.691689373881164,-0.534821512733166
"1314","03a8",1,0,0,0,-0.691689373881164,-0.734821512733166
"1315","03a8",2,0,0,0,-0.691689373881164,-0.734821512733166
"1316","03a8",3,0,0.2,0,-0.691689373881164,-0.534821512733166
"1317","03a8",4,0.25,0.2,1,-0.441689373881164,-0.534821512733166
"1318","03b1",2,0,0,0,-0.691689373881164,-0.734821512733166
"1319","03b1",3,0,0,0,-0.691689373881164,-0.734821512733166
"1320","03b1",4,0,0,0,-0.691689373881164,-0.734821512733166
"1321","03b10",2,0,0,0,-0.691689373881164,-0.734821512733166
"1322","03b10",3,0.2,0,0,-0.491689373881164,-0.734821512733166
"1323","03b10",4,0.2,0,0,-0.491689373881164,-0.734821512733166
"1324","03b11",2,0,0,0,-0.691689373881164,-0.734821512733166
"1325","03b11",3,0.166666666666667,0,0,-0.525022707214497,-0.734821512733166
"1326","03b11",4,0.333333333333333,0,0,-0.358356040547831,-0.734821512733166
"1327","03b12",2,0,0,1,-0.691689373881164,-0.734821512733166
"1328","03b12",3,0,0,0,-0.691689373881164,-0.734821512733166
"1329","03b12",4,0.333333333333333,0,0,-0.358356040547831,-0.734821512733166
"1330","03b13",2,0,0,0,-0.691689373881164,-0.734821512733166
"1331","03b13",3,0.166666666666667,0,0,-0.525022707214497,-0.734821512733166
"1332","03b13",4,0.2,0,0,-0.491689373881164,-0.734821512733166
"1333","03b14",2,0,0,0,-0.691689373881164,-0.734821512733166
"1334","03b14",3,0,0,0,-0.691689373881164,-0.734821512733166
"1335","03b14",4,0,0,0,-0.691689373881164,-0.734821512733166
"1336","03b15",2,0,0,0,-0.691689373881164,-0.734821512733166
"1337","03b15",3,0,0,1,-0.691689373881164,-0.734821512733166
"1338","03b15",4,0.166666666666667,0,0,-0.525022707214497,-0.734821512733166
"1339","03b16",2,0,0,0,-0.691689373881164,-0.734821512733166
"1340","03b16",3,0,0,0,-0.691689373881164,-0.734821512733166
"1341","03b16",4,0,0,0,-0.691689373881164,-0.734821512733166
"1342","03b17",2,0.111111111111111,0,0,-0.580578262770053,-0.734821512733166
"1343","03b17",3,0.142857142857143,0,0,-0.548832231024021,-0.734821512733166
"1344","03b17",4,0.166666666666667,0,0,-0.525022707214497,-0.734821512733166
"1345","03b18",2,0,0,0,-0.691689373881164,-0.734821512733166
"1346","03b18",3,0,0,0,-0.691689373881164,-0.734821512733166
"1347","03b18",4,0,0,0,-0.691689373881164,-0.734821512733166
"1348","03b19",2,0,0,0,-0.691689373881164,-0.734821512733166
"1349","03b19",3,0,0,0,-0.691689373881164,-0.734821512733166
"1350","03b19",4,0,0,0,-0.691689373881164,-0.734821512733166
"1351","03b2",2,0,0,0,-0.691689373881164,-0.734821512733166
"1352","03b2",3,0,0,0,-0.691689373881164,-0.734821512733166
"1353","03b2",4,0,0,1,-0.691689373881164,-0.734821512733166
"1354","03b21",2,0,0,0,-0.691689373881164,-0.734821512733166
"1355","03b21",3,0,0,0,-0.691689373881164,-0.734821512733166
"1356","03b21",4,0,0,0,-0.691689373881164,-0.734821512733166
"1357","03b22",2,1,0,0,0.308310626118836,-0.734821512733166
"1358","03b22",3,0,0,0,-0.691689373881164,-0.734821512733166
"1359","03b22",4,0.5,0,0,-0.191689373881164,-0.734821512733166
"1360","03b23",2,0,0,0,-0.691689373881164,-0.734821512733166
"1361","03b23",3,0.2,0,0,-0.491689373881164,-0.734821512733166
"1362","03b23",4,0,0,0,-0.691689373881164,-0.734821512733166
"1363","03b24",2,0,0,0,-0.691689373881164,-0.734821512733166
"1364","03b24",3,0,0,0,-0.691689373881164,-0.734821512733166
"1365","03b24",4,0,0,0,-0.691689373881164,-0.734821512733166
"1366","03b25",2,0.0909090909090909,0,0,-0.600780282972073,-0.734821512733166
"1367","03b25",3,0.0833333333333333,0,0,-0.608356040547831,-0.734821512733166
"1368","03b25",4,0.1,0,0,-0.591689373881164,-0.734821512733166
"1369","03b26",2,0,0,0,-0.691689373881164,-0.734821512733166
"1370","03b26",3,0,0,0,-0.691689373881164,-0.734821512733166
"1371","03b26",4,0,0,1,-0.691689373881164,-0.734821512733166
"1372","03b28",2,0,0,0,-0.691689373881164,-0.734821512733166
"1373","03b28",3,0,0,0,-0.691689373881164,-0.734821512733166
"1374","03b28",4,0.25,0,0,-0.441689373881164,-0.734821512733166
"1375","03b29",2,0,0,0,-0.691689373881164,-0.734821512733166
"1376","03b29",3,0,0,0,-0.691689373881164,-0.734821512733166
"1377","03b29",4,0,0,0,-0.691689373881164,-0.734821512733166
"1378","03b3",2,0.0909090909090909,0,0,-0.600780282972073,-0.734821512733166
"1379","03b3",3,0.1,0,0,-0.591689373881164,-0.734821512733166
"1380","03b3",4,0.0909090909090909,0,0,-0.600780282972073,-0.734821512733166
"1381","03b4",3,0.333333333333333,0,0,-0.358356040547831,-0.734821512733166
"1382","03b4",4,0,0,1,-0.691689373881164,-0.734821512733166
"1383","03b5",2,0,0,1,-0.691689373881164,-0.734821512733166
"1384","03b5",3,0,0,0,-0.691689373881164,-0.734821512733166
"1385","03b5",4,0,0,0,-0.691689373881164,-0.734821512733166
"1386","03b7",2,0,0,0,-0.691689373881164,-0.734821512733166
"1387","03b7",3,0.333333333333333,0,0,-0.358356040547831,-0.734821512733166
"1388","03b7",4,0.25,0,0,-0.441689373881164,-0.734821512733166
"1389","03b8",2,0,0,0,-0.691689373881164,-0.734821512733166
"1390","03b8",3,0,0,0,-0.691689373881164,-0.734821512733166
"1391","03b8",4,0.142857142857143,0,0,-0.548832231024021,-0.734821512733166
"1392","03b9",2,0.166666666666667,0,0,-0.525022707214497,-0.734821512733166
"1393","03b9",3,0.5,0,0,-0.191689373881164,-0.734821512733166
"1394","03b9",4,0,0,0,-0.691689373881164,-0.734821512733166
"1395","03c1",1,0,0,0,-0.691689373881164,-0.734821512733166
"1396","03c1",2,0,0,0,-0.691689373881164,-0.734821512733166
"1397","03c1",3,0,0,0,-0.691689373881164,-0.734821512733166
"1398","03c1",4,0,0.25,0,-0.691689373881164,-0.484821512733166
"1399","03c10",1,0,0,0,-0.691689373881164,-0.734821512733166
"1400","03c10",2,0.333333333333333,0,0,-0.358356040547831,-0.734821512733166
"1401","03c10",3,0,0,0,-0.691689373881164,-0.734821512733166
"1402","03c10",4,0,0.25,1,-0.691689373881164,-0.484821512733166
"1403","03c11",1,0.2,0,0,-0.491689373881164,-0.734821512733166
"1404","03c11",2,0,0,0,-0.691689373881164,-0.734821512733166
"1405","03c11",3,0.166666666666667,0,0,-0.525022707214497,-0.734821512733166
"1406","03c11",4,0.333333333333333,0.25,0,-0.358356040547831,-0.484821512733166
"1407","03c12",1,0,0,0,-0.691689373881164,-0.734821512733166
"1408","03c12",2,0,0,0,-0.691689373881164,-0.734821512733166
"1409","03c12",3,0,0,0,-0.691689373881164,-0.734821512733166
"1410","03c12",4,0,0.25,0,-0.691689373881164,-0.484821512733166
"1411","03c13",1,0.166666666666667,0,0,-0.525022707214497,-0.734821512733166
"1412","03c13",2,0,0,0,-0.691689373881164,-0.734821512733166
"1413","03c13",3,0,0,0,-0.691689373881164,-0.734821512733166
"1414","03c13",4,0,0.25,0,-0.691689373881164,-0.484821512733166
"1415","03c14",1,0.5,0,0,-0.191689373881164,-0.734821512733166
"1416","03c14",2,0,0,0,-0.691689373881164,-0.734821512733166
"1417","03c14",3,0.333333333333333,0,0,-0.358356040547831,-0.734821512733166
"1418","03c14",4,0,0.25,0,-0.691689373881164,-0.484821512733166
"1419","03c15",1,0,0,1,-0.691689373881164,-0.734821512733166
"1420","03c15",2,0,0,1,-0.691689373881164,-0.734821512733166
"1421","03c15",3,0,0,1,-0.691689373881164,-0.734821512733166
"1422","03c15",4,0.166666666666667,0.25,1,-0.525022707214497,-0.484821512733166
"1423","03c16",1,0,0,0,-0.691689373881164,-0.734821512733166
"1424","03c16",2,0.25,0,0,-0.441689373881164,-0.734821512733166
"1425","03c16",3,0.25,0,0,-0.441689373881164,-0.734821512733166
"1426","03c16",4,0.333333333333333,0.25,0,-0.358356040547831,-0.484821512733166
"1427","03c17",1,0.333333333333333,0,0,-0.358356040547831,-0.734821512733166
"1428","03c17",2,0,0,0,-0.691689373881164,-0.734821512733166
"1429","03c17",3,0,0,0,-0.691689373881164,-0.734821512733166
"1430","03c17",4,0,0.25,0,-0.691689373881164,-0.484821512733166
"1431","03c18",1,0.0833333333333333,0,0,-0.608356040547831,-0.734821512733166
"1432","03c18",2,0,0,0,-0.691689373881164,-0.734821512733166
"1433","03c18",3,0,0,0,-0.691689373881164,-0.734821512733166
"1434","03c18",4,0,0.25,0,-0.691689373881164,-0.484821512733166
"1435","03c19",1,0,0,0,-0.691689373881164,-0.734821512733166
"1436","03c19",2,0.333333333333333,0,0,-0.358356040547831,-0.734821512733166
"1437","03c19",3,0,0,0,-0.691689373881164,-0.734821512733166
"1438","03c19",4,0.333333333333333,0.25,0,-0.358356040547831,-0.484821512733166
"1439","03c2",1,0,0,1,-0.691689373881164,-0.734821512733166
"1440","03c2",2,0,0,1,-0.691689373881164,-0.734821512733166
"1441","03c2",3,0,0,1,-0.691689373881164,-0.734821512733166
"1442","03c2",4,0,0.25,1,-0.691689373881164,-0.484821512733166
"1443","03c20",1,0.333333333333333,0,0,-0.358356040547831,-0.734821512733166
"1444","03c20",2,0,0,0,-0.691689373881164,-0.734821512733166
"1445","03c20",3,0,0,0,-0.691689373881164,-0.734821512733166
"1446","03c20",4,0,0.25,0,-0.691689373881164,-0.484821512733166
"1447","03c21",1,0,0,0,-0.691689373881164,-0.734821512733166
"1448","03c21",2,0,0,0,-0.691689373881164,-0.734821512733166
"1449","03c21",3,0.2,0,0,-0.491689373881164,-0.734821512733166
"1450","03c21",4,0.166666666666667,0.25,0,-0.525022707214497,-0.484821512733166
"1451","03c22",1,0,0,0,-0.691689373881164,-0.734821512733166
"1452","03c22",2,0,0,0,-0.691689373881164,-0.734821512733166
"1453","03c22",3,0,0,0,-0.691689373881164,-0.734821512733166
"1454","03c22",4,0,0.25,0,-0.691689373881164,-0.484821512733166
"1455","03c23",1,0,0,0,-0.691689373881164,-0.734821512733166
"1456","03c23",2,0,0,1,-0.691689373881164,-0.734821512733166
"1457","03c23",3,0,0,0,-0.691689373881164,-0.734821512733166
"1458","03c23",4,0.2,0.25,0,-0.491689373881164,-0.484821512733166
"1459","03c24",1,0.333333333333333,0,0,-0.358356040547831,-0.734821512733166
"1460","03c24",2,0.125,0,0,-0.566689373881164,-0.734821512733166
"1461","03c24",3,0,0,0,-0.691689373881164,-0.734821512733166
"1462","03c24",4,0.2,0.25,0,-0.491689373881164,-0.484821512733166
"1463","03c25",1,0,0,0,-0.691689373881164,-0.734821512733166
"1464","03c25",2,0.1,0,0,-0.591689373881164,-0.734821512733166
"1465","03c25",3,0.125,0,0,-0.566689373881164,-0.734821512733166
"1466","03c25",4,0.166666666666667,0.25,0,-0.525022707214497,-0.484821512733166
"1467","03c26",1,0.25,0,1,-0.441689373881164,-0.734821512733166
"1468","03c26",2,0.166666666666667,0,0,-0.525022707214497,-0.734821512733166
"1469","03c26",3,0.222222222222222,0,0,-0.469467151658942,-0.734821512733166
"1470","03c26",4,0.25,0.25,0,-0.441689373881164,-0.484821512733166
"1471","03c27",1,0.333333333333333,0,0,-0.358356040547831,-0.734821512733166
"1472","03c27",2,0.2,0,0,-0.491689373881164,-0.734821512733166
"1473","03c27",3,0.166666666666667,0,0,-0.525022707214497,-0.734821512733166
"1474","03c27",4,0.333333333333333,0.25,0,-0.358356040547831,-0.484821512733166
"1475","03c3",1,0,0,0,-0.691689373881164,-0.734821512733166
"1476","03c3",2,0.125,0,0,-0.566689373881164,-0.734821512733166
"1477","03c3",3,0,0,0,-0.691689373881164,-0.734821512733166
"1478","03c3",4,0.25,0.25,0,-0.441689373881164,-0.484821512733166
"1479","03c4",1,0,0,0,-0.691689373881164,-0.734821512733166
"1480","03c4",2,0,0,0,-0.691689373881164,-0.734821512733166
"1481","03c4",3,0,0,0,-0.691689373881164,-0.734821512733166
"1482","03c4",4,0.2,0.25,0,-0.491689373881164,-0.484821512733166
"1483","03c6",1,0.111111111111111,0,0,-0.580578262770053,-0.734821512733166
"1484","03c6",2,0.333333333333333,0,0,-0.358356040547831,-0.734821512733166
"1485","03c6",3,0.166666666666667,0,0,-0.525022707214497,-0.734821512733166
"1486","03c6",4,0.333333333333333,0.25,0,-0.358356040547831,-0.484821512733166
"1487","03c7",1,0.25,0,0,-0.441689373881164,-0.734821512733166
"1488","03c7",2,0,0,0,-0.691689373881164,-0.734821512733166
"1489","03c7",3,0,0,0,-0.691689373881164,-0.734821512733166
"1490","03c7",4,0.333333333333333,0.25,0,-0.358356040547831,-0.484821512733166
"1491","03c8",1,0,0,0,-0.691689373881164,-0.734821512733166
"1492","03c8",2,0.333333333333333,0,0,-0.358356040547831,-0.734821512733166
"1493","03c8",3,0,0,0,-0.691689373881164,-0.734821512733166
"1494","03c8",4,0,0.25,1,-0.691689373881164,-0.484821512733166
"1495","03c9",1,0,0,0,-0.691689373881164,-0.734821512733166
"1496","03c9",2,0.142857142857143,0,0,-0.548832231024021,-0.734821512733166
"1497","03c9",3,0,0,0,-0.691689373881164,-0.734821512733166
"1498","03c9",4,0.5,0.25,0,-0.191689373881164,-0.484821512733166
"1499","03d1",1,0,0,0,-0.691689373881164,-0.734821512733166
"1500","03d1",2,0,0,0,-0.691689373881164,-0.734821512733166
"1501","03d1",3,0,0,0,-0.691689373881164,-0.734821512733166
"1502","03d1",4,0,0,0,-0.691689373881164,-0.734821512733166
"1503","03d10",1,0,0,0,-0.691689373881164,-0.734821512733166
"1504","03d10",2,0,0,0,-0.691689373881164,-0.734821512733166
"1505","03d10",3,0,0,0,-0.691689373881164,-0.734821512733166
"1506","03d10",4,0,0,0,-0.691689373881164,-0.734821512733166
"1507","03d11",1,0,0,0,-0.691689373881164,-0.734821512733166
"1508","03d11",2,0,0,0,-0.691689373881164,-0.734821512733166
"1509","03d11",3,0,0,0,-0.691689373881164,-0.734821512733166
"1510","03d11",4,0,0,0,-0.691689373881164,-0.734821512733166
"1511","03d12",1,0,0,0,-0.691689373881164,-0.734821512733166
"1512","03d12",2,0,0,0,-0.691689373881164,-0.734821512733166
"1513","03d12",3,0,0,0,-0.691689373881164,-0.734821512733166
"1514","03d12",4,0,0,0,-0.691689373881164,-0.734821512733166
"1515","03d14",1,0,0,0,-0.691689373881164,-0.734821512733166
"1516","03d14",2,0,0,0,-0.691689373881164,-0.734821512733166
"1517","03d14",3,0,0,0,-0.691689373881164,-0.734821512733166
"1518","03d14",4,0,0,0,-0.691689373881164,-0.734821512733166
"1519","03d15",1,0,0,0,-0.691689373881164,-0.734821512733166
"1520","03d15",2,0.25,0,0,-0.441689373881164,-0.734821512733166
"1521","03d15",3,0,0,0,-0.691689373881164,-0.734821512733166
"1522","03d15",4,0,0,0,-0.691689373881164,-0.734821512733166
"1523","03d16",1,0,0,0,-0.691689373881164,-0.734821512733166
"1524","03d16",2,0,0,0,-0.691689373881164,-0.734821512733166
"1525","03d16",3,0,0,0,-0.691689373881164,-0.734821512733166
"1526","03d16",4,0,0,0,-0.691689373881164,-0.734821512733166
"1527","03d17",1,0,0,0,-0.691689373881164,-0.734821512733166
"1528","03d17",2,0.125,0,0,-0.566689373881164,-0.734821512733166
"1529","03d17",3,0,0,0,-0.691689373881164,-0.734821512733166
"1530","03d17",4,0,0,0,-0.691689373881164,-0.734821512733166
"1531","03d18",1,0,0,0,-0.691689373881164,-0.734821512733166
"1532","03d18",2,0,0,0,-0.691689373881164,-0.734821512733166
"1533","03d18",3,0,0,0,-0.691689373881164,-0.734821512733166
"1534","03d18",4,0,0,0,-0.691689373881164,-0.734821512733166
"1535","03d19",1,0,0,0,-0.691689373881164,-0.734821512733166
"1536","03d19",2,0,0,0,-0.691689373881164,-0.734821512733166
"1537","03d19",3,0,0,0,-0.691689373881164,-0.734821512733166
"1538","03d19",4,0,0,0,-0.691689373881164,-0.734821512733166
"1539","03d2",1,0,0,0,-0.691689373881164,-0.734821512733166
"1540","03d2",2,0,0,0,-0.691689373881164,-0.734821512733166
"1541","03d2",3,0,0,0,-0.691689373881164,-0.734821512733166
"1542","03d2",4,0,0,0,-0.691689373881164,-0.734821512733166
"1543","03d22",1,0,0,0,-0.691689373881164,-0.734821512733166
"1544","03d22",2,0,0,0,-0.691689373881164,-0.734821512733166
"1545","03d22",3,0,0,0,-0.691689373881164,-0.734821512733166
"1546","03d22",4,0,0,0,-0.691689373881164,-0.734821512733166
"1547","03d23",1,0,0,0,-0.691689373881164,-0.734821512733166
"1548","03d23",2,0,0,0,-0.691689373881164,-0.734821512733166
"1549","03d23",3,0,0,0,-0.691689373881164,-0.734821512733166
"1550","03d23",4,0,0,0,-0.691689373881164,-0.734821512733166
"1551","03d24",1,0,0,1,-0.691689373881164,-0.734821512733166
"1552","03d24",2,0,0,0,-0.691689373881164,-0.734821512733166
"1553","03d24",3,0,0,0,-0.691689373881164,-0.734821512733166
"1554","03d24",4,0,0,0,-0.691689373881164,-0.734821512733166
"1555","03d25",1,0,0,0,-0.691689373881164,-0.734821512733166
"1556","03d25",2,0.25,0,0,-0.441689373881164,-0.734821512733166
"1557","03d25",3,0,0,0,-0.691689373881164,-0.734821512733166
"1558","03d25",4,0,0,0,-0.691689373881164,-0.734821512733166
"1559","03d26",1,0,0,0,-0.691689373881164,-0.734821512733166
"1560","03d26",2,0,0,0,-0.691689373881164,-0.734821512733166
"1561","03d26",3,0,0,0,-0.691689373881164,-0.734821512733166
"1562","03d26",4,0,0,0,-0.691689373881164,-0.734821512733166
"1563","03d27",1,0.166666666666667,0,0,-0.525022707214497,-0.734821512733166
"1564","03d27",2,0,0,0,-0.691689373881164,-0.734821512733166
"1565","03d27",3,0,0,0,-0.691689373881164,-0.734821512733166
"1566","03d3",1,0,0,0,-0.691689373881164,-0.734821512733166
"1567","03d3",2,0,0,1,-0.691689373881164,-0.734821512733166
"1568","03d3",3,0,0,0,-0.691689373881164,-0.734821512733166
"1569","03d3",4,0,0,0,-0.691689373881164,-0.734821512733166
"1570","03d4",1,0,0,0,-0.691689373881164,-0.734821512733166
"1571","03d4",2,0,0,0,-0.691689373881164,-0.734821512733166
"1572","03d4",3,0,0,0,-0.691689373881164,-0.734821512733166
"1573","03d4",4,0,0,0,-0.691689373881164,-0.734821512733166
"1574","03d5",1,0,0,0,-0.691689373881164,-0.734821512733166
"1575","03d5",2,0,0,0,-0.691689373881164,-0.734821512733166
"1576","03d5",3,0,0,0,-0.691689373881164,-0.734821512733166
"1577","03d5",4,0,0,0,-0.691689373881164,-0.734821512733166
"1578","03d6",1,0,0,0,-0.691689373881164,-0.734821512733166
"1579","03d6",2,0.25,0,0,-0.441689373881164,-0.734821512733166
"1580","03d6",3,0,0,0,-0.691689373881164,-0.734821512733166
"1581","03d6",4,0,0,0,-0.691689373881164,-0.734821512733166
"1582","03d7",1,0,0,0,-0.691689373881164,-0.734821512733166
"1583","03d7",2,0,0,0,-0.691689373881164,-0.734821512733166
"1584","03d7",3,0,0,0,-0.691689373881164,-0.734821512733166
