"","id","wave","friends","popular","actfare","friends_z","popular_z"
"129","01d17",2,0.181818181818182,0,0,-0.509871192062982,-0.734821512733166
"130","01d17",3,0,0,0,-0.691689373881164,-0.734821512733166
"131","01d17",4,0.2,0.25,0,-0.491689373881164,-0.484821512733166
"132","01d2",1,0,0,0,-0.691689373881164,-0.734821512733166
"133","01d2",2,0,0,0,-0.691689373881164,-0.734821512733166
"134","01d2",3,0,0,0,-0.691689373881164,-0.734821512733166
"135","01d2",4,0,0.25,0,-0.691689373881164,-0.484821512733166
"136","01d3",1,0,0,1,-0.691689373881164,-0.734821512733166
"137","01d3",2,0,0,1,-0.691689373881164,-0.734821512733166
"138","01d3",3,0.25,0,0,-0.441689373881164,-0.734821512733166
"139","01d3",4,0.166666666666667,0.25,0,-0.525022707214497,-0.484821512733166
"140","01d4",1,0.25,0,0,-0.441689373881164,-0.734821512733166
"141","01d4",2,0.166666666666667,0,0,-0.525022707214497,-0.734821512733166
"142","01d4",3,0.111111111111111,0,0,-0.580578262770053,-0.734821512733166
"143","01d4",4,0.4,0.25,0,-0.291689373881164,-0.484821512733166
"144","01d6",1,0,0,0,-0.691689373881164,-0.734821512733166
"145","01d6",2,0,0,0,-0.691689373881164,-0.734821512733166
"146","01d6",3,0,0,0,-0.691689373881164,-0.734821512733166
"147","01d6",4,0,0.25,0,-0.691689373881164,-0.484821512733166
"148","01d8",1,0,0,0,-0.691689373881164,-0.734821512733166
"149","01d8",2,0,0,0,-0.691689373881164,-0.734821512733166
"150","01d8",3,0,0,0,-0.691689373881164,-0.734821512733166
"151","01d8",4,0,0.25,0,-0.691689373881164,-0.484821512733166
"152","01d9",1,0.2,0,0,-0.491689373881164,-0.734821512733166
"153","01d9",2,0.25,0,0,-0.441689373881164,-0.734821512733166
"154","01d9",3,0.1,0,0,-0.591689373881164,-0.734821512733166
"155","01d9",4,0.125,0.25,1,-0.566689373881164,-0.484821512733166
"156","01e10",1,0,0.25,0,-0.691689373881164,-0.484821512733166
"157","01e10",2,0.333333333333333,0.25,0,-0.358356040547831,-0.484821512733166
"158","01e10",3,0,0,0,-0.691689373881164,-0.734821512733166
"159","01e10",4,0.285714285714286,0,0,-0.405975088166878,-0.734821512733166
"160","01e11",1,0.0909090909090909,0.25,0,-0.600780282972073,-0.484821512733166
"161","01e11",2,0.333333333333333,0.25,0,-0.358356040547831,-0.484821512733166
"162","01e11",3,0,0,0,-0.691689373881164,-0.734821512733166
"163","01e11",4,1,0,0,0.308310626118836,-0.734821512733166
"164","01e12",1,0.5,0.25,0,-0.191689373881164,-0.484821512733166
"165","01e12",2,0.333333333333333,0.25,0,-0.358356040547831,-0.484821512733166
"166","01e12",3,0.5,0,0,-0.191689373881164,-0.734821512733166
"167","01e12",4,0.666666666666667,0,1,-0.025022707214497,-0.734821512733166
"168","01e13",1,0.25,0.25,0,-0.441689373881164,-0.484821512733166
"169","01e13",2,0.125,0.25,1,-0.566689373881164,-0.484821512733166
"170","01e13",3,0.181818181818182,0,0,-0.509871192062982,-0.734821512733166
"171","01e13",4,1,0,0,0.308310626118836,-0.734821512733166
"172","01e14",2,0,0.25,0,-0.691689373881164,-0.484821512733166
"173","01e14",3,0,0,0,-0.691689373881164,-0.734821512733166
"174","01e14",4,0.166666666666667,0,0,-0.525022707214497,-0.734821512733166
"175","01e15",1,0,0.25,0,-0.691689373881164,-0.484821512733166
"176","01e15",2,0,0.25,0,-0.691689373881164,-0.484821512733166
"177","01e15",3,0,0,0,-0.691689373881164,-0.734821512733166
"178","01e15",4,0.25,0,0,-0.441689373881164,-0.734821512733166
"179","01e16",1,0.333333333333333,0.25,1,-0.358356040547831,-0.484821512733166
"180","01e16",2,0,0.25,1,-0.691689373881164,-0.484821512733166
"181","01e16",3,0.25,0,0,-0.441689373881164,-0.734821512733166
"182","01e16",4,0.75,0,0,0.0583106261188361,-0.734821512733166
"183","01e17",1,0.25,0.25,0,-0.441689373881164,-0.484821512733166
"184","01e17",2,0,0.25,1,-0.691689373881164,-0.484821512733166
"185","01e17",3,0.333333333333333,0,1,-0.358356040547831,-0.734821512733166
"186","01e17",4,0.5,0,0,-0.191689373881164,-0.734821512733166
"187","01e18",1,0,0.25,0,-0.691689373881164,-0.484821512733166
"188","01e18",2,0.222222222222222,0.25,0,-0.469467151658942,-0.484821512733166
"189","01e18",3,0.2,0,0,-0.491689373881164,-0.734821512733166
"190","01e18",4,0.230769230769231,0,0,-0.460920143111933,-0.734821512733166
"191","01e19",1,0.166666666666667,0.25,0,-0.525022707214497,-0.484821512733166
"192","01e19",2,0,0.25,0,-0.691689373881164,-0.484821512733166
"193","01e19",3,0.25,0,1,-0.441689373881164,-0.734821512733166
"194","01e19",4,0,0,0,-0.691689373881164,-0.734821512733166
"195","01e20",1,0.142857142857143,0.25,0,-0.548832231024021,-0.484821512733166
"196","01e20",2,0.272727272727273,0.25,0,-0.418962101153891,-0.484821512733166
"197","01e20",3,0.181818181818182,0,0,-0.509871192062982,-0.734821512733166
"198","01e20",4,0.25,0,0,-0.441689373881164,-0.734821512733166
"199","01e21",1,0,0.25,0,-0.691689373881164,-0.484821512733166
"200","01e21",2,0,0.25,0,-0.691689373881164,-0.484821512733166
"201","01e21",3,0,0,0,-0.691689373881164,-0.734821512733166
"202","01e21",4,0,0,0,-0.691689373881164,-0.734821512733166
"203","01e3",1,0,0.25,0,-0.691689373881164,-0.484821512733166
"204","01e3",2,0.25,0.25,0,-0.441689373881164,-0.484821512733166
"205","01e3",3,0.285714285714286,0,0,-0.405975088166878,-0.734821512733166
"206","01e3",4,0.25,0,0,-0.441689373881164,-0.734821512733166
"207","01e4",1,0,0.25,0,-0.691689373881164,-0.484821512733166
"208","01e4",2,0,0.25,0,-0.691689373881164,-0.484821512733166
"209","01e4",3,0.142857142857143,0,0,-0.548832231024021,-0.734821512733166
"210","01e4",4,0.375,0,0,-0.316689373881164,-0.734821512733166
"211","01e5",2,0.333333333333333,0.25,0,-0.358356040547831,-0.484821512733166
"212","01e5",3,0.25,0,0,-0.441689373881164,-0.734821512733166
"213","01e5",4,0.25,0,0,-0.441689373881164,-0.734821512733166
"214","01e6",1,0.0909090909090909,0.25,1,-0.600780282972073,-0.484821512733166
"215","01e6",2,0.333333333333333,0.25,0,-0.358356040547831,-0.484821512733166
"216","01e6",3,0,0,1,-0.691689373881164,-0.734821512733166
"217","01e6",4,0.5,0,1,-0.191689373881164,-0.734821512733166
"218","01e8",1,0,0.25,0,-0.691689373881164,-0.484821512733166
"219","01e8",3,0.285714285714286,0,0,-0.405975088166878,-0.734821512733166
"220","01e8",4,0.2,0,0,-0.491689373881164,-0.734821512733166
"221","01e9",1,0.25,0.25,0,-0.441689373881164,-0.484821512733166
"222","01e9",2,0.375,0.25,0,-0.316689373881164,-0.484821512733166
"223","01e9",3,0.25,0,0,-0.441689373881164,-0.734821512733166
"224","01e9",4,0.142857142857143,0,1,-0.548832231024021,-0.734821512733166
"225","01f10",1,0,0,0,-0.691689373881164,-0.734821512733166
"226","01f10",2,0,0,0,-0.691689373881164,-0.734821512733166
"227","01f10",3,0,0,0,-0.691689373881164,-0.734821512733166
"228","01f10",4,0,0,0,-0.691689373881164,-0.734821512733166
"229","01f11",1,0,0,0,-0.691689373881164,-0.734821512733166
"230","01f11",2,0,0,0,-0.691689373881164,-0.734821512733166
"231","01f11",3,0,0,0,-0.691689373881164,-0.734821512733166
"232","01f11",4,0,0,0,-0.691689373881164,-0.734821512733166
"233","01f12",1,0,0,0,-0.691689373881164,-0.734821512733166
"234","01f12",2,0,0,0,-0.691689373881164,-0.734821512733166
"235","01f12",3,0,0,0,-0.691689373881164,-0.734821512733166
"236","01f12",4,0,0,0,-0.691689373881164,-0.734821512733166
"237","01f13",1,0,0,0,-0.691689373881164,-0.734821512733166
"238","01f13",2,0,0,0,-0.691689373881164,-0.734821512733166
"239","01f13",3,0,0,0,-0.691689373881164,-0.734821512733166
"240","01f13",4,0,0,0,-0.691689373881164,-0.734821512733166
"241","01f16",1,0,0,0,-0.691689373881164,-0.734821512733166
"242","01f16",2,0,0,0,-0.691689373881164,-0.734821512733166
"243","01f16",3,0,0,0,-0.691689373881164,-0.734821512733166
"244","01f16",4,0,0,0,-0.691689373881164,-0.734821512733166
"245","01f17",1,0,0,0,-0.691689373881164,-0.734821512733166
"246","01f17",2,0,0,0,-0.691689373881164,-0.734821512733166
"247","01f17",3,0,0,0,-0.691689373881164,-0.734821512733166
"248","01f17",4,0,0,0,-0.691689373881164,-0.734821512733166
"249","01f19",1,0,0,0,-0.691689373881164,-0.734821512733166
"250","01f19",2,0,0,NA,-0.691689373881164,-0.734821512733166
"251","01f19",3,0,0,0,-0.691689373881164,-0.734821512733166
"252","01f19",4,0,0,0,-0.691689373881164,-0.734821512733166
"253","01f2",1,0,0,0,-0.691689373881164,-0.734821512733166
"254","01f2",2,0,0,0,-0.691689373881164,-0.734821512733166
"255","01f2",3,0,0,0,-0.691689373881164,-0.734821512733166
"256","01f2",4,0,0,0,-0.691689373881164,-0.734821512733166
"257","01f20",1,0,0,0,-0.691689373881164,-0.734821512733166
"258","01f20",3,0,0,0,-0.691689373881164,-0.734821512733166
"259","01f20",4,0,0,0,-0.691689373881164,-0.734821512733166
"260","01f21",1,0,0,0,-0.691689373881164,-0.734821512733166
"261","01f21",2,0,0,0,-0.691689373881164,-0.734821512733166
"262","01f21",3,0,0,0,-0.691689373881164,-0.734821512733166
"263","01f21",4,0.5,0,0,-0.191689373881164,-0.734821512733166
"264","01f22",1,0,0,0,-0.691689373881164,-0.734821512733166
"265","01f22",2,0,0,0,-0.691689373881164,-0.734821512733166
"266","01f22",3,0,0,0,-0.691689373881164,-0.734821512733166
"267","01f22",4,0,0,0,-0.691689373881164,-0.734821512733166
"268","01f4",1,0,0,0,-0.691689373881164,-0.734821512733166
"269","01f4",2,0,0,0,-0.691689373881164,-0.734821512733166
"270","01f4",3,0,0,0,-0.691689373881164,-0.734821512733166
"271","01f4",4,0,0,0,-0.691689373881164,-0.734821512733166
"272","01f5",1,0,0,0,-0.691689373881164,-0.734821512733166
"273","01f5",2,0,0,0,-0.691689373881164,-0.734821512733166
"274","01f5",3,0,0,0,-0.691689373881164,-0.734821512733166
"275","01f5",4,0,0,0,-0.691689373881164,-0.734821512733166
"276","01f6",1,0,0,0,-0.691689373881164,-0.734821512733166
"277","01f6",2,0,0,0,-0.691689373881164,-0.734821512733166
"278","01f6",3,0,0,0,-0.691689373881164,-0.734821512733166
"279","01f6",4,0.5,0,0,-0.191689373881164,-0.734821512733166
"280","01f7",1,0,0,0,-0.691689373881164,-0.734821512733166
"281","01f7",2,0,0,0,-0.691689373881164,-0.734821512733166
"282","01f7",3,0,0,0,-0.691689373881164,-0.734821512733166
"283","01f7",4,0,0,0,-0.691689373881164,-0.734821512733166
"284","01f8",1,0,0,0,-0.691689373881164,-0.734821512733166
"285","01f8",3,0,0,0,-0.691689373881164,-0.734821512733166
"286","01f8",4,0,0,0,-0.691689373881164,-0.734821512733166
"287","01f9",1,0,0,0,-0.691689373881164,-0.734821512733166
"288","01f9",2,0,0,0,-0.691689373881164,-0.734821512733166
"289","01f9",3,0,0,0,-0.691689373881164,-0.734821512733166
"290","01f9",4,0,0,0,-0.691689373881164,-0.734821512733166
"291","01g1",1,0.25,0.25,0,-0.441689373881164,-0.484821512733166
"292","01g1",2,0.125,0,0,-0.566689373881164,-0.734821512733166
"293","01g1",3,0,0.25,1,-0.691689373881164,-0.484821512733166
"294","01g1",4,0,0,1,-0.691689373881164,-0.734821512733166
"295","01g10",2,0,0,0,-0.691689373881164,-0.734821512733166
"296","01g10",3,0,0.25,1,-0.691689373881164,-0.484821512733166
"297","01g10",4,0,0,0,-0.691689373881164,-0.734821512733166
"298","01g11",1,0.333333333333333,0.25,0,-0.358356040547831,-0.484821512733166
"299","01g11",2,0.333333333333333,0,0,-0.358356040547831,-0.734821512733166
"300","01g11",3,0,0.25,0,-0.691689373881164,-0.484821512733166
"301","01g11",4,0,0,0,-0.691689373881164,-0.734821512733166
"302","01g12",2,0,0,0,-0.691689373881164,-0.734821512733166
"303","01g12",3,0.2,0.25,0,-0.491689373881164,-0.484821512733166
"304","01g12",4,0,0,0,-0.691689373881164,-0.734821512733166
"305","01g14",1,0.333333333333333,0.25,0,-0.358356040547831,-0.484821512733166
"306","01g14",2,0.25,0,0,-0.441689373881164,-0.734821512733166
"307","01g14",3,0,0.25,0,-0.691689373881164,-0.484821512733166
"308","01g14",4,0,0,0,-0.691689373881164,-0.734821512733166
"309","01g15",1,0.333333333333333,0.25,0,-0.358356040547831,-0.484821512733166
"310","01g15",2,0.333333333333333,0,0,-0.358356040547831,-0.734821512733166
"311","01g15",3,0,0.25,0,-0.691689373881164,-0.484821512733166
"312","01g15",4,0,0,0,-0.691689373881164,-0.734821512733166
"313","01g17",1,0,0.25,0,-0.691689373881164,-0.484821512733166
"314","01g17",2,0.25,0,0,-0.441689373881164,-0.734821512733166
"315","01g17",3,0.2,0.25,0,-0.491689373881164,-0.484821512733166
"316","01g17",4,0,0,0,-0.691689373881164,-0.734821512733166
"317","01g18",1,0,0.25,0,-0.691689373881164,-0.484821512733166
"318","01g18",2,0.2,0,0,-0.491689373881164,-0.734821512733166
"319","01g18",3,0.2,0.25,0,-0.491689373881164,-0.484821512733166
"320","01g18",4,0,0,0,-0.691689373881164,-0.734821512733166
"321","01g19",2,0,0,0,-0.691689373881164,-0.734821512733166
"322","01g19",3,0,0.25,0,-0.691689373881164,-0.484821512733166
"323","01g19",4,0,0,0,-0.691689373881164,-0.734821512733166
"324","01g20",1,0,0.25,1,-0.691689373881164,-0.484821512733166
"325","01g20",2,0.333333333333333,0,0,-0.358356040547831,-0.734821512733166
"326","01g20",3,0,0.25,0,-0.691689373881164,-0.484821512733166
"327","01g20",4,0,0,0,-0.691689373881164,-0.734821512733166
"328","01g21",2,0.25,0,0,-0.441689373881164,-0.734821512733166
"329","01g21",3,0,0.25,0,-0.691689373881164,-0.484821512733166
"330","01g21",4,0,0,0,-0.691689373881164,-0.734821512733166
"331","01g3",1,0.166666666666667,0.25,0,-0.525022707214497,-0.484821512733166
"332","01g3",2,0,0,0,-0.691689373881164,-0.734821512733166
"333","01g3",3,0.5,0.25,0,-0.191689373881164,-0.484821512733166
"334","01g3",4,0,0,0,-0.691689373881164,-0.734821512733166
"335","01g6",1,0,0.25,1,-0.691689373881164,-0.484821512733166
"336","01g6",2,0,0,1,-0.691689373881164,-0.734821512733166
"337","01g6",3,0,0.25,0,-0.691689373881164,-0.484821512733166
"338","01g6",4,0,0,0,-0.691689373881164,-0.734821512733166
"339","01g7",1,0,0.25,1,-0.691689373881164,-0.484821512733166
"340","01g7",2,0,0,0,-0.691689373881164,-0.734821512733166
"341","01g7",3,0.333333333333333,0.25,0,-0.358356040547831,-0.484821512733166
"342","01g7",4,0.166666666666667,0,0,-0.525022707214497,-0.734821512733166
"343","01g8",1,0,0.25,NA,-0.691689373881164,-0.484821512733166
"344","01g8",2,0,0,0,-0.691689373881164,-0.734821512733166
"345","01g8",3,0,0.25,0,-0.691689373881164,-0.484821512733166
"346","01g8",4,0,0,0,-0.691689373881164,-0.734821512733166
"347","01h10",1,0,0,0,-0.691689373881164,-0.734821512733166
"348","01h10",2,0,0,0,-0.691689373881164,-0.734821512733166
"349","01h10",3,0,0,0,-0.691689373881164,-0.734821512733166
"350","01h10",4,0,0,1,-0.691689373881164,-0.734821512733166
"351","01h11",1,0,0,0,-0.691689373881164,-0.734821512733166
"352","01h11",2,0,0,0,-0.691689373881164,-0.734821512733166
"353","01h11",3,0,0,0,-0.691689373881164,-0.734821512733166
"354","01h11",4,0.5,0,0,-0.191689373881164,-0.734821512733166
"355","01h12",1,0,0,0,-0.691689373881164,-0.734821512733166
"356","01h12",2,0,0,0,-0.691689373881164,-0.734821512733166
"357","01h12",3,0,0,0,-0.691689373881164,-0.734821512733166
"358","01h12",4,0,0,0,-0.691689373881164,-0.734821512733166
"359","01h13",1,0,0,0,-0.691689373881164,-0.734821512733166
"360","01h13",2,0,0,0,-0.691689373881164,-0.734821512733166
"361","01h13",3,0,0,0,-0.691689373881164,-0.734821512733166
"362","01h13",4,0.222222222222222,0,0,-0.469467151658942,-0.734821512733166
"363","01h14",1,0,0,0,-0.691689373881164,-0.734821512733166
"364","01h14",2,0.166666666666667,0,0,-0.525022707214497,-0.734821512733166
"365","01h14",3,0,0,0,-0.691689373881164,-0.734821512733166
"366","01h14",4,0,0,0,-0.691689373881164,-0.734821512733166
"367","01h15",1,0,0,1,-0.691689373881164,-0.734821512733166
"368","01h15",2,0,0,0,-0.691689373881164,-0.734821512733166
"369","01h15",3,0,0,0,-0.691689373881164,-0.734821512733166
"370","01h15",4,0,0,0,-0.691689373881164,-0.734821512733166
"371","01h16",1,0,0,0,-0.691689373881164,-0.734821512733166
"372","01h16",2,0,0,0,-0.691689373881164,-0.734821512733166
"373","01h16",3,0,0,0,-0.691689373881164,-0.734821512733166
"374","01h16",4,0,0,0,-0.691689373881164,-0.734821512733166
"375","01h17",1,0,0,0,-0.691689373881164,-0.734821512733166
"376","01h17",2,0.2,0,0,-0.491689373881164,-0.734821512733166
"377","01h17",3,0,0,0,-0.691689373881164,-0.734821512733166
"378","01h17",4,0,0,0,-0.691689373881164,-0.734821512733166
"379","01h18",1,0,0,0,-0.691689373881164,-0.734821512733166
"380","01h18",2,0,0,0,-0.691689373881164,-0.734821512733166
"381","01h18",3,0,0,0,-0.691689373881164,-0.734821512733166
"382","01h18",4,0.166666666666667,0,0,-0.525022707214497,-0.734821512733166
"383","01h2",1,0,0,0,-0.691689373881164,-0.734821512733166
"384","01h2",2,0,0,0,-0.691689373881164,-0.734821512733166
"385","01h2",3,0,0,0,-0.691689373881164,-0.734821512733166
